0,0.034155,-0.055758,,Swimming
0.033,0.034155,-0.055758,0,Swimming
0.066,0.034155,-0.055758,0,Swimming
0.099,0.034504,-0.055805,0.000352,Swimming
0.133,0.034504,-0.055805,0,Swimming
0.166,0.034504,-0.055805,0,Swimming
0.199,0.034504,-0.055805,0,Swimming
0.233,0.034504,-0.055805,0,Swimming
0.266,0.034224,-0.05595,0.000315,Swimming
0.299,0.034224,-0.05595,0,Swimming
0.333,0.033877,-0.056042,0.000359,Swimming
0.366,0.033877,-0.056042,0,Swimming
0.399,0.033524,-0.05617,0.000375,Swimming
0.433,0.03316,-0.056238,0.000371,Swimming
0.466,0.032693,-0.056299,0.000471,Swimming
0.499,0.032106,-0.056373,0.000591,Swimming
0.533,0.031381,-0.056455,0.000731,Swimming
0.566,0.030866,-0.056521,0.000519,Swimming
0.599,0.030355,-0.056588,0.000516,Swimming
0.633,0.029853,-0.056668,0.000508,Swimming
0.666,0.029356,-0.056772,0.000507,Swimming
0.699,0.02883,-0.05687,0.000536,Swimming
0.733,0.028275,-0.05696,0.000562,Swimming
0.766,0.027782,-0.057039,0.000499,Swimming
0.799,0.027354,-0.057104,0.000433,Swimming
0.833,0.027005,-0.057158,0.000353,Swimming
0.866,0.027005,-0.057158,0,Swimming
0.899,0.026553,-0.057235,0.000458,Swimming
0.933,0.026553,-0.057235,0,Swimming
0.966,0.026553,-0.057235,0,Swimming
0.999,0.026553,-0.057235,0,Swimming
1.033,0.026553,-0.057235,0,Swimming
1.066,0.026733,-0.05729,0.000188,Swimming
1.099,0.026733,-0.05729,0,Swimming
1.133,0.026733,-0.05729,0,Swimming
1.166,0.026733,-0.05729,0,Swimming
1.199,0.026733,-0.05729,0,Swimming
1.233,0.026733,-0.05729,0,Swimming
1.266,0.026733,-0.05729,0,Swimming
1.299,0.026733,-0.05729,0,Swimming
1.333,0.026507,-0.05739,0.000246,Swimming
1.366,0.026507,-0.05739,0,Swimming
1.399,0.026507,-0.05739,0,Swimming
1.433,0.026507,-0.05739,0,Swimming
1.466,0.026507,-0.05739,0,Swimming
1.499,0.026507,-0.05739,0,Swimming
1.533,0.026507,-0.05739,0,Swimming
1.566,0.026507,-0.05739,0,Swimming
1.599,0.026507,-0.05739,0,Swimming
1.633,0.026507,-0.05739,0,Swimming
1.666,0.026334,-0.057527,0.000221,Swimming
1.699,0.026334,-0.057527,0,Swimming
1.733,0.026334,-0.057527,0,Swimming
1.766,0.026334,-0.057527,0,Swimming
1.799,0.026334,-0.057527,0,Swimming
1.833,0.026334,-0.057527,0,Swimming
1.866,0.026334,-0.057527,0,Swimming
1.899,0.026334,-0.057527,0,Swimming
1.933,0.026334,-0.057527,0,Swimming
1.966,0.026334,-0.057527,0,Swimming
1.999,0.026334,-0.057527,0,Swimming
2.033,0.026334,-0.057527,0,Swimming
2.066,0.026334,-0.057527,0,Swimming
2.099,0.026334,-0.057527,0,Swimming
2.133,0.026334,-0.057527,0,Swimming
2.166,0.026334,-0.057527,0,Swimming
2.199,0.026334,-0.057527,0,Swimming
2.233,0.026334,-0.057527,0,Swimming
2.266,0.026334,-0.057527,0,Swimming
2.299,0.026334,-0.057527,0,Swimming
2.333,0.026334,-0.057527,0,Swimming
2.366,0.026334,-0.057527,0,Swimming
2.399,0.026334,-0.057527,0,Swimming
2.433,0.026334,-0.057527,0,Swimming
2.466,0.026334,-0.057527,0,Swimming
2.499,0.026334,-0.057527,0,Swimming
2.533,0.026334,-0.057527,0,Swimming
2.566,0.026334,-0.057527,0,Swimming
2.599,0.026366,-0.057495,0.000045,Swimming
2.633,0.026366,-0.057495,0,Swimming
2.666,0.026366,-0.057495,0,Swimming
2.699,0.026366,-0.057495,0,Swimming
2.733,0.026366,-0.057495,0,Swimming
2.766,0.026366,-0.057495,0,Swimming
2.799,0.026366,-0.057495,0,Swimming
2.833,0.026366,-0.057495,0,Swimming
2.866,0.026664,-0.057528,0.0003,Swimming
2.899,0.026664,-0.057528,0,Swimming
2.933,0.026664,-0.057528,0,Swimming
2.966,0.026664,-0.057528,0,Swimming
2.999,0.026664,-0.057528,0,Swimming
3.033,0.026664,-0.057528,0,Swimming
3.066,0.026971,-0.057455,0.000316,Swimming
3.099,0.026971,-0.057455,0,Swimming
3.133,0.026971,-0.057455,0,Swimming
3.166,0.026971,-0.057455,0,Swimming
3.199,0.026971,-0.057455,0,Freezing
3.233,0.026971,-0.057455,0,Freezing
3.266,0.026971,-0.057455,0,Freezing
3.299,0.026971,-0.057455,0,Freezing
3.333,0.026971,-0.057455,0,Freezing
3.366,0.026971,-0.057455,0,Freezing
3.399,0.026971,-0.057455,0,Freezing
3.433,0.026971,-0.057455,0,Freezing
3.466,0.026971,-0.057455,0,Freezing
3.499,0.026971,-0.057455,0,Freezing
3.533,0.026971,-0.057455,0,Freezing
3.566,0.026971,-0.057455,0,Freezing
3.599,0.026971,-0.057455,0,Freezing
3.633,0.026971,-0.057455,0,Freezing
3.666,0.026971,-0.057455,0,Freezing
3.699,0.026971,-0.057455,0,Freezing
3.733,0.026971,-0.057455,0,Freezing
3.766,0.026971,-0.057455,0,Freezing
3.799,0.026971,-0.057455,0,Freezing
3.833,0.026971,-0.057455,0,Freezing
3.866,0.026971,-0.057455,0,Freezing
3.899,0.027241,-0.057434,0.000271,Freezing
3.933,0.027241,-0.057434,0,Freezing
3.966,0.027241,-0.057434,0,Freezing
3.999,0.027241,-0.057434,0,Freezing
4.033,0.027241,-0.057434,0,Freezing
4.066,0.027241,-0.057434,0,Freezing
4.099,0.027241,-0.057434,0,Freezing
4.133,0.027241,-0.057434,0,Freezing
4.166,0.027241,-0.057434,0,Freezing
4.199,0.027241,-0.057434,0,Freezing
4.233,0.027241,-0.057434,0,Freezing
4.266,0.027241,-0.057434,0,Freezing
4.299,0.027241,-0.057434,0,Freezing
4.333,0.027241,-0.057434,0,Freezing
4.366,0.027241,-0.057434,0,Freezing
4.399,0.027241,-0.057434,0,Freezing
4.433,0.027241,-0.057434,0,Freezing
4.466,0.027241,-0.057434,0,Freezing
4.499,0.027241,-0.057434,0,Freezing
4.533,0.027241,-0.057434,0,Freezing
4.566,0.027241,-0.057434,0,Freezing
4.599,0.027241,-0.057434,0,Freezing
4.633,0.027241,-0.057434,0,Freezing
4.666,0.027241,-0.057434,0,Freezing
4.699,0.027193,-0.057457,0.000053,Freezing
4.733,0.027193,-0.057457,0,Freezing
4.766,0.027193,-0.057457,0,Freezing
4.799,0.027193,-0.057457,0,Freezing
4.833,0.026872,-0.057525,0.000329,Freezing
4.866,0.026872,-0.057525,0,Freezing
4.899,0.026872,-0.057525,0,Freezing
4.933,0.026539,-0.057587,0.000339,Freezing
4.966,0.026539,-0.057587,0,Freezing
4.999,0.026539,-0.057587,0,Freezing
5.033,0.026539,-0.057587,0,Freezing
5.066,0.026232,-0.057643,0.000312,Freezing
5.099,0.026232,-0.057643,0,Freezing
5.133,0.026232,-0.057643,0,Freezing
5.166,0.026232,-0.057643,0,Freezing
5.199,0.026232,-0.057643,0,Freezing
5.233,0.026232,-0.057643,0,Freezing
5.266,0.026566,-0.057587,0.000339,Freezing
5.299,0.026566,-0.057587,0,Freezing
5.333,0.026566,-0.057587,0,Freezing
5.366,0.026886,-0.057528,0.000325,Freezing
5.399,0.026886,-0.057528,0,Freezing
5.433,0.026886,-0.057528,0,Freezing
5.466,0.026886,-0.057528,0,Freezing
5.499,0.027194,-0.057464,0.000315,Freezing
5.533,0.027194,-0.057464,0,Freezing
5.566,0.027194,-0.057464,0,Freezing
5.599,0.027194,-0.057464,0,Freezing
5.633,0.027194,-0.057464,0,Freezing
5.666,0.027194,-0.057464,0,Freezing
5.699,0.027194,-0.057464,0,Freezing
5.733,0.027194,-0.057464,0,Freezing
5.766,0.027194,-0.057464,0,Freezing
5.799,0.027194,-0.057464,0,Freezing
5.833,0.027194,-0.057464,0,Freezing
5.866,0.027194,-0.057464,0,Freezing
5.899,0.027194,-0.057464,0,Freezing
5.933,0.027194,-0.057464,0,Freezing
5.966,0.027194,-0.057464,0,Freezing
5.999,0.027056,-0.057533,0.000154,Freezing
6.033,0.027056,-0.057533,0,Freezing
6.066,0.027056,-0.057533,0,Freezing
6.099,0.027056,-0.057533,0,Freezing
6.133,0.027056,-0.057533,0,Freezing
6.166,0.027056,-0.057533,0,Freezing
6.199,0.027056,-0.057533,0,Freezing
6.233,0.027056,-0.057533,0,Freezing
6.266,0.027056,-0.057533,0,Freezing
6.299,0.027056,-0.057533,0,Freezing
6.333,0.027056,-0.057533,0,Freezing
6.366,0.027056,-0.057533,0,Freezing
6.399,0.027056,-0.057533,0,Freezing
6.433,0.027056,-0.057533,0,Freezing
6.466,0.027056,-0.057533,0,Freezing
6.499,0.027056,-0.057533,0,Freezing
6.533,0.027056,-0.057533,0,Freezing
6.566,0.027056,-0.057533,0,Freezing
6.599,0.027056,-0.057533,0,Freezing
6.633,0.027056,-0.057533,0,Freezing
6.666,0.027056,-0.057533,0,Freezing
6.699,0.027056,-0.057533,0,Freezing
6.733,0.027056,-0.057533,0,Freezing
6.766,0.027056,-0.057533,0,Freezing
6.799,0.027056,-0.057533,0,Freezing
6.833,0.027056,-0.057533,0,Freezing
6.866,0.027056,-0.057533,0,Freezing
6.899,0.027056,-0.057533,0,Freezing
6.933,0.027056,-0.057533,0,Freezing
6.966,0.027056,-0.057533,0,Freezing
6.999,0.027056,-0.057533,0,Freezing
7.033,0.027056,-0.057533,0,Freezing
7.066,0.027056,-0.057533,0,Freezing
7.099,0.027257,-0.057504,0.000203,Freezing
7.133,0.027257,-0.057504,0,Freezing
7.166,0.027257,-0.057504,0,Freezing
7.199,0.027257,-0.057504,0,Freezing
7.233,0.027257,-0.057504,0,Freezing
7.266,0.027257,-0.057504,0,Freezing
7.299,0.027257,-0.057504,0,Freezing
7.333,0.027257,-0.057504,0,Freezing
7.366,0.027257,-0.057504,0,Freezing
7.399,0.027257,-0.057504,0,Freezing
7.433,0.027257,-0.057504,0,Freezing
7.466,0.027257,-0.057504,0,Freezing
7.499,0.027257,-0.057504,0,Freezing
7.533,0.027257,-0.057504,0,Freezing
7.566,0.027257,-0.057504,0,Freezing
7.599,0.027257,-0.057504,0,Freezing
7.633,0.027257,-0.057504,0,Freezing
7.666,0.027257,-0.057504,0,Freezing
7.699,0.027257,-0.057504,0,Freezing
7.733,0.027257,-0.057504,0,Freezing
7.766,0.027257,-0.057504,0,Freezing
7.799,0.027259,-0.05734,0.000165,Freezing
